Tarih,Bölge,Ürün Kategorisi,Ürün Adı,Birim Fiyat (TL),Satış Miktarı,Toplam Tutar (TL),Müşteri Segmenti,Ödeme Yöntemi,Müşteri Yaşı,Cinsiyet,Sipariş Durumu,Müşteri Memnuniyeti,İndirim Oranı
2024-08-31,İstanbul,Kitap & Kırtasiye,Kalem Seti,91.46,4,365.84,Bireysel,Banka Kartı,40.0,Erkek,Tamamlandı,1.7,0.0
2024-08-31,Bursa,Giyim,Elbise,763.77,2,1527.54,Bireysel,Banka Kartı,37.0,Kadın,Tamamlandı,3.6,0.0
2024-09-01,Konya,Spor,Pilates Bandı,2997.67,3,8993.01,Bireysel,Kapıda Ödeme,56.0,Kadın,Beklemede,4.8,0.1
2024-09-02,Antalya,Ev & Yaşam,Dekoratif Vazo,1294.97,2,2589.94,Bireysel,Kredi Kartı,39.0,Erkek,Tamamlandı,4.5,0.0
2024-09-03,Adana,Elektronik,Tablet,4953.21,2,9906.42,Kurumsal,Kapıda Ödeme,28.0,Kadın,İade Edildi,1.9,0.0
2024-09-03,Bursa,Ev & Yaşam,Mum,1039.87,2,2079.74,Premium,Banka Kartı,,Kadın,İade Edildi,3.8,0.0
2024-09-05,İstanbul,Ev & Yaşam,Mum,485.1,2,970.2,Kurumsal,Banka Kartı,29.0,Kadın,Tamamlandı,4.1,0.0
2024-09-05,İstanbul,Giyim,Tişört,488.64,1,488.64,Bireysel,Kredi Kartı,42.0,Kadın,Tamamlandı,4.0,0.0
2024-09-06,İzmir,Spor,Pilates Bandı,371.04,4,1484.16,Bireysel,Kapıda Ödeme,22.0,Erkek,Tamamlandı,4.5,0.0
2024-09-06,Samsun,Gıda,Zeytinyağı,245.89,3,737.67,Bireysel,Kapıda Ödeme,37.0,Erkek,İptal Edildi,3.4,0.12
2024-09-07,Antalya,Ev & Yaşam,Dekoratif Vazo,641.45,4,2565.8,Premium,Kapıda Ödeme,33.0,Erkek,İptal Edildi,4.0,0.0
2024-09-07,Bursa,Gıda,Kuruyemiş,258.09,1,258.09,Bireysel,Kredi Kartı,24.0,Kadın,Tamamlandı,4.4,0.0
2024-09-08,İstanbul,Spor,Yoga Matı,1658.73,8,13269.84,Bireysel,Kapıda Ödeme,33.0,Kadın,Tamamlandı,5.0,0.0
2024-09-08,Samsun,Ev & Yaşam,Havlu Seti,697.97,3,2093.91,Kurumsal,Kredi Kartı,25.0,Erkek,Tamamlandı,4.0,0.28
2024-09-09,Gaziantep,Kozmetik,Göz Farı,1069.41,2,2138.82,Bireysel,Kapıda Ödeme,40.0,Kadın,İade Edildi,3.0,0.0
2024-09-09,Ankara,Giyim,Elbise,342.33,2,684.66,Premium,Banka Kartı,,Kadın,İade Edildi,3.2,0.0
2024-09-09,Konya,Elektronik,Akıllı Telefon,12453.55,1,12453.55,Bireysel,Havale/EFT,44.0,Erkek,İptal Edildi,1.8,0.0
2024-09-09,Antalya,Gıda,Kahve,36.24,1,36.24,Bireysel,Kredi Kartı,39.0,Erkek,Tamamlandı,4.5,0.0
2024-09-09,İzmir,Elektronik,Akıllı Telefon,22937.45,2,45874.9,Kurumsal,Havale/EFT,36.0,Erkek,Tamamlandı,4.2,0.0
2024-09-09,İzmir,Elektronik,Dizüstü Bilgisayar,928.71,3,2786.13,Kurumsal,Banka Kartı,56.0,Erkek,Tamamlandı,4.9,0.0
2024-09-10,İstanbul,Kozmetik,Nemlendirici Krem,1162.72,3,3488.16,Premium,Kredi Kartı,24.0,Erkek,Tamamlandı,4.6,0.14
2024-09-10,Adana,Gıda,Çay,488.53,2,977.06,Bireysel,Kapıda Ödeme,54.0,Erkek,İptal Edildi,3.6,0.0
2024-09-10,İzmir,Kozmetik,Göz Farı,48.54,2,97.08,Bireysel,Banka Kartı,29.0,Erkek,Tamamlandı,4.0,0.0
2024-09-10,Gaziantep,Spor,Koşu Ayakkabısı,816.99,1,816.99,Bireysel,Havale/EFT,22.0,Erkek,Tamamlandı,5.0,0.0
2024-09-10,Samsun,Giyim,Elbise,1606.14,1,1606.14,Bireysel,Banka Kartı,25.0,Kadın,Tamamlandı,3.7,0.25
2024-09-12,Antalya,Ev & Yaşam,Nevresim Takımı,806.65,1,806.65,Premium,Kredi Kartı,37.0,Erkek,Tamamlandı,4.6,0.0
2024-09-12,İstanbul,Kozmetik,Güneş Kremi,704.41,7,4930.87,Kurumsal,Kredi Kartı,52.0,Kadın,Tamamlandı,2.9,0.0
2024-09-12,Antalya,Kozmetik,Göz Farı,618.8,3,1856.4,Bireysel,Kredi Kartı,,Kadın,Tamamlandı,3.7,0.14
2024-09-13,Antalya,Gıda,Bal,406.86,1,406.86,Kurumsal,Kredi Kartı,18.0,Erkek,İptal Edildi,5.0,0.0
2024-09-14,Konya,Ev & Yaşam,Dekoratif Vazo,968.11,2,1936.22,Bireysel,Kredi Kartı,43.0,Erkek,Tamamlandı,4.0,0.07
2024-09-15,İstanbul,Giyim,Pantolon,2443.02,4,9772.08,Premium,Havale/EFT,33.0,Kadın,İptal Edildi,4.7,0.0
2024-09-15,Antalya,Elektronik,Akıllı Telefon,21142.19,3,63426.57,Kurumsal,Havale/EFT,33.0,Kadın,İptal Edildi,3.9,0.0
2024-09-15,Samsun,Ev & Yaşam,Yastık,639.37,6,3836.22,Bireysel,Kapıda Ödeme,50.0,Erkek,İptal Edildi,4.4,0.0
2024-09-17,İzmir,Ev & Yaşam,Yastık,710.43,2,1420.86,Bireysel,Kredi Kartı,49.0,Erkek,Tamamlandı,5.0,0.0
2024-09-17,Trabzon,Elektronik,Akıllı Saat,8685.56,1,8685.56,Bireysel,Kredi Kartı,18.0,Kadın,Tamamlandı,4.7,0.2
2024-09-17,Konya,Elektronik,Tablet,7925.11,1,7925.11,Bireysel,Banka Kartı,54.0,Erkek,İptal Edildi,4.9,0.29
2024-09-19,Antalya,Spor,Koşu Ayakkabısı,1969.69,2,3939.38,Kurumsal,Kredi Kartı,35.0,Kadın,İptal Edildi,4.5,0.0
2024-09-20,İzmir,Kozmetik,Nemlendirici Krem,915.6,5,4578.0,Bireysel,Kredi Kartı,18.0,Erkek,İptal Edildi,3.9,0.0
2024-09-20,Bursa,Ev & Yaşam,Yastık,1275.73,2,2551.46,Bireysel,Havale/EFT,20.0,Kadın,İade Edildi,5.0,0.0
2024-09-20,Ankara,Gıda,Çay,132.32,2,264.64,Bireysel,Banka Kartı,18.0,Kadın,Tamamlandı,3.3,0.0
2024-09-21,Samsun,Gıda,Bal,440.56,2,881.12,Bireysel,Kapıda Ödeme,18.0,Kadın,Tamamlandı,4.1,0.0
2024-09-22,İstanbul,Spor,Pilates Bandı,2390.95,5,11954.75,Premium,Havale/EFT,,Erkek,İade Edildi,3.2,0.24
2024-09-24,Gaziantep,Gıda,Zeytinyağı,407.51,1,407.51,Kurumsal,Banka Kartı,31.0,Erkek,Tamamlandı,5.0,0.0
2024-09-24,İzmir,Gıda,Kahve,411.46,1,411.46,Bireysel,Kredi Kartı,57.0,Erkek,Tamamlandı,4.3,0.0
2024-09-24,Ankara,Kozmetik,Nemlendirici Krem,1142.32,2,2284.64,Bireysel,Banka Kartı,18.0,Erkek,Tamamlandı,3.5,0.0
2024-09-24,Ankara,Gıda,Bal,90.66,1,90.66,Kurumsal,Havale/EFT,48.0,Erkek,Tamamlandı,3.7,0.0
2024-09-24,İstanbul,Kitap & Kırtasiye,Ajanda,184.87,1,184.87,Bireysel,Kapıda Ödeme,41.0,Kadın,Tamamlandı,3.6,0.11
2024-09-25,İzmir,Giyim,Ceket,2295.0,7,16065.0,Bireysel,Kredi Kartı,41.0,Erkek,Tamamlandı,3.7,0.0
2024-09-26,Gaziantep,Giyim,Elbise,2445.44,1,2445.44,Bireysel,Banka Kartı,27.0,Erkek,Tamamlandı,3.8,0.0
2024-09-26,İstanbul,Ev & Yaşam,Dekoratif Vazo,1100.61,1,1100.61,Premium,Havale/EFT,43.0,Kadın,Tamamlandı,2.1,0.05
2024-09-27,Samsun,Giyim,Tişört,2471.26,2,4942.52,Bireysel,Kredi Kartı,24.0,Erkek,Tamamlandı,3.5,0.28
2024-09-27,Adana,Giyim,Tişört,2145.03,6,12870.18,Bireysel,Kredi Kartı,53.0,Erkek,İptal Edildi,5.0,0.0
2024-09-28,İstanbul,Kozmetik,Parfüm,365.33,1,365.33,Premium,Kredi Kartı,18.0,Kadın,Tamamlandı,4.4,0.12
2024-09-28,İzmir,Elektronik,Kulaklık,20626.05,1,20626.05,Bireysel,Banka Kartı,52.0,Erkek,Tamamlandı,4.0,0.0
2024-09-29,Trabzon,Giyim,Pantolon,262.78,1,262.78,Bireysel,Banka Kartı,18.0,Kadın,Tamamlandı,4.5,0.09
2024-09-29,İstanbul,Kozmetik,Nemlendirici Krem,1195.62,1,1195.62,Bireysel,Havale/EFT,39.0,Erkek,İptal Edildi,3.9,0.21
2024-09-29,Ankara,Spor,Dambıl Seti,1565.1,2,3130.2,Bireysel,Kredi Kartı,44.0,Erkek,Tamamlandı,5.0,0.0
2024-09-30,Konya,Ev & Yaşam,Nevresim Takımı,758.98,1,758.98,Kurumsal,Kredi Kartı,49.0,Erkek,Tamamlandı,3.4,0.0
2024-09-30,İzmir,Gıda,Çay,292.2,9,2629.8,Bireysel,Havale/EFT,46.0,Erkek,Beklemede,4.2,0.0
2024-09-30,Samsun,Spor,Pilates Bandı,514.29,1,514.29,Premium,Banka Kartı,30.0,Erkek,Tamamlandı,3.2,0.0
2024-10-01,İstanbul,Kozmetik,Nemlendirici Krem,976.93,5,4884.65,Kurumsal,Havale/EFT,23.0,Kadın,İade Edildi,3.5,0.0
2024-10-03,İstanbul,Kozmetik,Göz Farı,1073.37,1,1073.37,Bireysel,Banka Kartı,18.0,Erkek,İptal Edildi,4.5,0.24
2024-10-03,Adana,Ev & Yaşam,Havlu Seti,228.81,2,457.62,Premium,Kredi Kartı,51.0,Kadın,İade Edildi,4.0,0.0
2024-10-03,İstanbul,Kozmetik,Nemlendirici Krem,992.18,2,1984.36,Kurumsal,Kapıda Ödeme,23.0,Kadın,İptal Edildi,4.1,0.0
2024-10-03,İstanbul,Gıda,Bal,449.85,2,899.7,Bireysel,Havale/EFT,23.0,Kadın,Tamamlandı,5.0,0.0
2024-10-03,Bursa,Elektronik,Kulaklık,1849.99,1,1849.99,Bireysel,Banka Kartı,49.0,Erkek,Tamamlandı,4.3,0.23
2024-10-04,Adana,Elektronik,Akıllı Telefon,17816.69,1,17816.69,Bireysel,Banka Kartı,49.0,Erkek,Tamamlandı,3.1,0.0
2024-10-05,Bursa,Elektronik,Tablet,9357.73,1,9357.73,Bireysel,Banka Kartı,47.0,Kadın,Tamamlandı,5.0,0.13
2024-10-06,İstanbul,Kozmetik,Göz Farı,673.91,2,1347.82,Bireysel,Banka Kartı,68.0,Kadın,Tamamlandı,5.0,0.0
2024-10-06,Adana,Kozmetik,Nemlendirici Krem,1046.53,1,1046.53,Kurumsal,Kapıda Ödeme,37.0,Kadın,Tamamlandı,3.7,0.16
2024-10-06,Trabzon,Elektronik,Akıllı Telefon,1796.93,1,1796.93,Bireysel,Kapıda Ödeme,22.0,Erkek,Tamamlandı,3.4,0.0
2024-10-07,Adana,Kitap & Kırtasiye,Defter,220.96,1,220.96,Kurumsal,Kredi Kartı,48.0,Kadın,Tamamlandı,3.9,0.0
2024-10-07,İstanbul,Gıda,Çay,66.9,4,267.6,Bireysel,Kredi Kartı,40.0,Kadın,Tamamlandı,4.9,0.25
2024-10-08,İstanbul,Spor,Pilates Bandı,1971.75,2,3943.5,Bireysel,Kapıda Ödeme,30.0,Kadın,Tamamlandı,3.4,0.0
2024-10-08,Adana,Kitap & Kırtasiye,Roman,35.78,2,71.56,Kurumsal,Banka Kartı,52.0,Kadın,Tamamlandı,3.9,0.28
2024-10-09,Antalya,Elektronik,Akıllı Telefon,5629.04,2,11258.08,Bireysel,Kapıda Ödeme,49.0,Erkek,İptal Edildi,3.5,0.05
2024-10-09,Antalya,Gıda,Bal,48.7,1,48.7,Bireysel,Havale/EFT,49.0,Kadın,Tamamlandı,4.6,0.0
2024-10-09,Antalya,Ev & Yaşam,Nevresim Takımı,365.31,2,730.62,Bireysel,Kredi Kartı,30.0,Kadın,Tamamlandı,5.0,0.22
2024-10-10,Adana,Gıda,Kuruyemiş,245.87,2,491.74,Premium,Kredi Kartı,20.0,Erkek,İade Edildi,3.2,0.0
2024-10-11,Bursa,Kozmetik,Nemlendirici Krem,113.78,7,796.46,Bireysel,Kredi Kartı,39.0,Kadın,Tamamlandı,3.1,0.0
2024-10-11,Bursa,Giyim,Elbise,2498.43,7,17489.01,Bireysel,Banka Kartı,36.0,Kadın,Tamamlandı,3.7,0.24
2024-10-11,İstanbul,Gıda,Zeytinyağı,421.22,1,421.22,Bireysel,Banka Kartı,27.0,Kadın,Tamamlandı,2.7,0.0
2024-10-11,Antalya,Spor,Dambıl Seti,1412.23,2,2824.46,Bireysel,Kapıda Ödeme,22.0,Kadın,Tamamlandı,3.9,0.05
2024-10-11,Ankara,Elektronik,Akıllı Telefon,17991.97,2,35983.94,Premium,Havale/EFT,24.0,Kadın,Tamamlandı,4.1,0.0
2024-10-12,İzmir,Giyim,Elbise,1358.19,4,5432.76,Bireysel,Banka Kartı,34.0,Erkek,Tamamlandı,4.9,0.12
2024-10-13,Ankara,Spor,Spor Çantası,1813.4,9,16320.6,Kurumsal,Kapıda Ödeme,20.0,Kadın,İptal Edildi,3.4,0.0
2024-10-14,İstanbul,Ev & Yaşam,Havlu Seti,357.11,5,1785.55,Kurumsal,Kredi Kartı,24.0,Kadın,Tamamlandı,5.0,0.25
2024-10-14,İzmir,Elektronik,Dizüstü Bilgisayar,7720.18,1,7720.18,Kurumsal,Kapıda Ödeme,47.0,Erkek,İade Edildi,4.0,0.28
2024-10-14,İzmir,Kozmetik,Güneş Kremi,713.68,3,2141.04,Bireysel,Kredi Kartı,31.0,Kadın,Tamamlandı,3.4,0.0
2024-10-15,Adana,Elektronik,Kulaklık,6562.84,3,19688.52,Kurumsal,Kapıda Ödeme,24.0,Kadın,Tamamlandı,3.9,0.0
2024-10-15,Ankara,Gıda,Zeytinyağı,363.58,1,363.58,Premium,Kredi Kartı,18.0,Kadın,Tamamlandı,3.7,0.0
2024-10-15,Trabzon,Kitap & Kırtasiye,Ajanda,129.64,2,259.28,Kurumsal,Havale/EFT,23.0,Erkek,Tamamlandı,4.6,0.26
2024-10-15,Antalya,Giyim,Ceket,1006.46,3,3019.38,Premium,Kredi Kartı,39.0,Kadın,Tamamlandı,,0.0
2024-10-15,Samsun,Ev & Yaşam,Havlu Seti,173.83,2,347.66,Bireysel,Havale/EFT,33.0,Kadın,İptal Edildi,3.8,0.0
2024-10-15,Trabzon,Giyim,Elbise,2169.5,2,4339.0,Bireysel,Kredi Kartı,42.0,Erkek,Tamamlandı,4.7,0.0
2024-10-17,Bursa,Ev & Yaşam,Yastık,501.69,1,501.69,Bireysel,Kredi Kartı,41.0,Kadın,İade Edildi,3.5,0.0
2024-10-18,İstanbul,Elektronik,Tablet,22849.09,6,137094.54,Premium,Kredi Kartı,36.0,Kadın,Beklemede,5.0,0.0
2024-10-18,İstanbul,Kitap & Kırtasiye,Boyama Kitabı,221.76,2,443.52,Bireysel,Banka Kartı,35.0,Kadın,Tamamlandı,4.4,0.0
2024-10-19,Trabzon,Ev & Yaşam,Mum,707.45,2,1414.9,Premium,Banka Kartı,25.0,Erkek,Tamamlandı,3.7,0.1
2024-10-20,Gaziantep,Kitap & Kırtasiye,Boyama Kitabı,279.41,5,1397.05,Kurumsal,Havale/EFT,32.0,Erkek,Tamamlandı,2.8,0.0
2024-10-21,Trabzon,Giyim,Pantolon,732.04,2,1464.08,Bireysel,Havale/EFT,56.0,Kadın,Tamamlandı,2.6,0.0
2024-10-22,İstanbul,Ev & Yaşam,Dekoratif Vazo,308.58,7,2160.06,Bireysel,Banka Kartı,37.0,Kadın,Tamamlandı,3.5,0.0
2024-10-22,Gaziantep,Spor,Dambıl Seti,2031.94,1,2031.94,Kurumsal,Kredi Kartı,59.0,Kadın,Tamamlandı,3.9,0.14
2024-10-22,İzmir,Giyim,Tişört,2230.41,10,22304.1,Bireysel,Banka Kartı,29.0,Kadın,İade Edildi,4.0,0.0
2024-10-22,Antalya,Kozmetik,Nemlendirici Krem,410.88,3,1232.64,Kurumsal,Kredi Kartı,47.0,Kadın,Tamamlandı,3.6,0.13
2024-10-22,Gaziantep,Giyim,Elbise,1326.7,2,2653.4,Bireysel,Havale/EFT,34.0,Erkek,İade Edildi,3.2,0.15
2024-10-22,İstanbul,Giyim,Pantolon,1388.8,3,4166.4,Kurumsal,Banka Kartı,25.0,Kadın,Tamamlandı,3.6,0.0
2024-10-23,Samsun,Ev & Yaşam,Dekoratif Vazo,527.16,1,527.16,Bireysel,Banka Kartı,31.0,Erkek,İptal Edildi,,0.0
2024-10-24,Samsun,Giyim,Tişört,1210.77,3,3632.31,Premium,Kredi Kartı,39.0,Erkek,Tamamlandı,3.7,0.12
2024-10-26,Gaziantep,Giyim,Ceket,483.63,1,483.63,Bireysel,Kapıda Ödeme,57.0,Erkek,Tamamlandı,,0.12
2024-10-27,İstanbul,Spor,Pilates Bandı,1164.91,2,2329.82,Kurumsal,Kredi Kartı,27.0,Kadın,Tamamlandı,4.1,0.0
2024-10-28,Adana,Kozmetik,Güneş Kremi,573.15,1,573.15,Bireysel,Banka Kartı,44.0,Kadın,Tamamlandı,4.9,0.11
2024-10-28,Samsun,Spor,Yoga Matı,1772.36,2,3544.72,Bireysel,Kredi Kartı,52.0,Erkek,Tamamlandı,4.1,0.16
2024-10-28,Adana,Gıda,Bal,483.76,1,483.76,Bireysel,Kredi Kartı,38.0,Erkek,Tamamlandı,3.4,0.0
2024-10-29,Konya,Gıda,Kahve,260.45,2,520.9,Bireysel,Kapıda Ödeme,,Erkek,Tamamlandı,4.5,0.0
2024-10-29,İstanbul,Kitap & Kırtasiye,Defter,62.91,3,188.73,Bireysel,Kredi Kartı,54.0,Erkek,Tamamlandı,4.0,0.0
2024-10-30,İzmir,Kozmetik,Güneş Kremi,97.2,1,97.2,Bireysel,Kredi Kartı,28.0,Erkek,Tamamlandı,4.8,0.0
2024-10-31,Bursa,Elektronik,Akıllı Saat,23154.14,1,23154.14,Kurumsal,Banka Kartı,28.0,Erkek,Tamamlandı,4.0,0.0
2024-10-31,Bursa,Kozmetik,Nemlendirici Krem,210.07,2,420.14,Bireysel,Kredi Kartı,29.0,Kadın,İade Edildi,3.7,0.0
2024-10-31,İstanbul,Ev & Yaşam,Yastık,952.69,10,9526.9,Bireysel,Banka Kartı,18.0,Kadın,Tamamlandı,4.3,0.0
2024-11-01,Konya,Kozmetik,Parfüm,604.32,6,3625.92,Bireysel,Kapıda Ödeme,36.0,Kadın,Tamamlandı,2.4,0.0
2024-11-01,Trabzon,Gıda,Bal,271.35,7,1899.45,Kurumsal,Banka Kartı,30.0,Erkek,İade Edildi,3.2,0.0
2024-11-03,Trabzon,Ev & Yaşam,Yastık,492.39,2,984.78,Kurumsal,Havale/EFT,40.0,Kadın,Tamamlandı,4.4,0.0
2024-11-04,Antalya,Kozmetik,Göz Farı,742.84,2,1485.68,Kurumsal,Banka Kartı,31.0,Erkek,Tamamlandı,5.0,0.0
2024-11-04,Adana,Kitap & Kırtasiye,Kalem Seti,296.69,3,890.07,Premium,Havale/EFT,18.0,Erkek,İade Edildi,3.2,0.0
2024-11-05,Ankara,Kitap & Kırtasiye,Defter,132.43,4,529.72,Bireysel,Havale/EFT,35.0,Erkek,İade Edildi,3.2,0.0
2024-11-06,Konya,Ev & Yaşam,Yastık,1492.12,3,4476.36,Kurumsal,Havale/EFT,41.0,Erkek,Tamamlandı,3.8,0.0
2024-11-07,Adana,Giyim,Ceket,2103.31,3,6309.93,Bireysel,Banka Kartı,27.0,Erkek,Tamamlandı,2.1,0.0
2024-11-07,Konya,Elektronik,Akıllı Saat,14890.56,8,119124.48,Bireysel,Kapıda Ödeme,33.0,Erkek,İptal Edildi,3.4,0.3
2024-11-08,Gaziantep,Gıda,Kuruyemiş,234.95,7,1644.65,Premium,Havale/EFT,21.0,Kadın,Tamamlandı,5.0,0.0
2024-11-08,Konya,Giyim,Pantolon,1946.97,4,7787.88,Bireysel,Banka Kartı,20.0,Erkek,Tamamlandı,3.4,0.0
2024-11-09,İzmir,Kitap & Kırtasiye,Roman,231.31,7,1619.17,Kurumsal,Banka Kartı,18.0,Kadın,Tamamlandı,4.5,0.0
2024-11-09,İstanbul,Ev & Yaşam,Dekoratif Vazo,741.63,4,2966.52,Bireysel,Havale/EFT,23.0,Erkek,Tamamlandı,5.0,0.23
2024-11-10,Ankara,Giyim,Pantolon,705.71,3,2117.13,Bireysel,Banka Kartı,47.0,Erkek,İptal Edildi,3.1,0.0
2024-11-11,Gaziantep,Kozmetik,Göz Farı,663.59,6,3981.54,Kurumsal,Banka Kartı,18.0,Erkek,İade Edildi,4.3,0.26
2024-11-11,Antalya,Giyim,Ayakkabı,706.28,7,4943.96,Kurumsal,Banka Kartı,40.0,Kadın,Tamamlandı,3.3,0.0
2024-11-13,İstanbul,Ev & Yaşam,Havlu Seti,879.86,9,7918.74,Premium,Kredi Kartı,30.0,Erkek,Beklemede,4.3,0.26
2024-11-13,İstanbul,Kozmetik,Göz Farı,349.48,1,349.48,Premium,Banka Kartı,49.0,Kadın,İptal Edildi,5.0,0.23
2024-11-13,Samsun,Kozmetik,Nemlendirici Krem,280.71,7,1964.97,Kurumsal,Havale/EFT,42.0,Kadın,Tamamlandı,3.6,0.08
2024-11-13,Adana,Kozmetik,Güneş Kremi,651.99,1,651.99,Bireysel,Kredi Kartı,43.0,Erkek,Beklemede,4.1,0.0
2024-11-13,Antalya,Giyim,Ayakkabı,2073.83,3,6221.49,Kurumsal,Kapıda Ödeme,37.0,Erkek,Tamamlandı,4.2,0.0
2024-11-14,Adana,Giyim,Pantolon,698.71,2,1397.42,Bireysel,Kredi Kartı,42.0,Erkek,Tamamlandı,3.7,0.19
2024-11-15,Konya,Elektronik,Akıllı Telefon,21768.4,4,87073.6,Premium,Kredi Kartı,35.0,Kadın,Tamamlandı,3.3,0.0
2024-11-15,Gaziantep,Elektronik,Dizüstü Bilgisayar,3451.8,3,10355.4,Bireysel,Kredi Kartı,50.0,Kadın,Tamamlandı,5.0,0.16
2024-11-15,İstanbul,Elektronik,Kulaklık,2715.26,1,2715.26,Premium,Kredi Kartı,60.0,Erkek,Tamamlandı,5.0,0.1
2024-11-16,Ankara,Spor,Spor Çantası,1979.02,1,1979.02,Bireysel,Kredi Kartı,19.0,Kadın,Tamamlandı,3.6,0.28
2024-11-16,Antalya,Kitap & Kırtasiye,Boyama Kitabı,228.04,1,228.04,Kurumsal,Banka Kartı,22.0,Kadın,Tamamlandı,5.0,0.26
2024-11-17,İzmir,Elektronik,Tablet,14674.82,2,29349.64,Bireysel,Kredi Kartı,42.0,Erkek,İptal Edildi,4.1,0.0
2024-11-18,İstanbul,Elektronik,Akıllı Saat,20577.64,1,20577.64,Bireysel,Banka Kartı,50.0,Erkek,Tamamlandı,4.8,0.0
2024-11-18,Samsun,Giyim,Pantolon,144.39,4,577.56,Bireysel,Havale/EFT,29.0,Erkek,Tamamlandı,3.6,0.0
2024-11-19,Antalya,Gıda,Bal,107.21,2,214.42,Kurumsal,Havale/EFT,26.0,Erkek,Tamamlandı,4.4,0.0
2024-11-19,Ankara,Spor,Spor Çantası,1524.68,4,6098.72,Bireysel,Kredi Kartı,37.0,Erkek,Tamamlandı,4.9,0.0
2024-11-19,Trabzon,Spor,Pilates Bandı,904.54,4,3618.16,Bireysel,Kredi Kartı,47.0,Kadın,Tamamlandı,4.7,0.0
2024-11-20,Ankara,Giyim,Elbise,691.87,1,691.87,Kurumsal,Banka Kartı,42.0,Erkek,İptal Edildi,3.6,0.0
2024-11-21,Antalya,Kozmetik,Nemlendirici Krem,709.73,5,3548.65,Bireysel,Kredi Kartı,37.0,Erkek,İptal Edildi,3.9,0.0
2024-11-21,Bursa,Elektronik,Akıllı Telefon,18142.73,2,36285.46,Bireysel,Banka Kartı,21.0,Erkek,Tamamlandı,4.5,0.0
2024-11-22,Konya,Elektronik,Kulaklık,13683.96,1,13683.96,Premium,Kredi Kartı,43.0,Kadın,Tamamlandı,3.1,0.0
2024-11-22,İstanbul,Gıda,Kuruyemiş,285.18,3,855.54,Premium,Kredi Kartı,49.0,Erkek,Tamamlandı,3.5,0.0
2024-11-23,Bursa,Kozmetik,Nemlendirici Krem,1031.24,3,3093.72,Bireysel,Havale/EFT,47.0,Kadın,Tamamlandı,4.2,0.0
2024-11-24,İstanbul,Spor,Yoga Matı,2540.42,6,15242.52,Bireysel,Havale/EFT,47.0,Kadın,Tamamlandı,3.4,0.0
2024-11-25,Konya,Giyim,Elbise,1422.18,2,2844.36,Bireysel,Kredi Kartı,18.0,Erkek,Tamamlandı,3.3,0.0
2024-11-25,Ankara,Elektronik,Dizüstü Bilgisayar,6464.94,2,12929.88,Bireysel,Banka Kartı,40.0,Kadın,Beklemede,3.9,0.16
2024-11-25,Bursa,Gıda,Bal,433.61,1,433.61,Kurumsal,Banka Kartı,19.0,Erkek,Tamamlandı,5.0,0.12
2024-11-25,İzmir,Giyim,Pantolon,2276.78,5,11383.9,Kurumsal,Banka Kartı,23.0,Erkek,Tamamlandı,3.4,0.0
2024-11-26,İstanbul,Elektronik,Tablet,5377.79,4,21511.16,Kurumsal,Kredi Kartı,53.0,Kadın,Tamamlandı,4.0,0.0
2024-11-26,Gaziantep,Gıda,Bal,368.61,3,1105.83,Bireysel,Kredi Kartı,44.0,Erkek,Tamamlandı,4.8,0.0
2024-11-29,İstanbul,Gıda,Kuruyemiş,437.83,2,875.66,Kurumsal,Kredi Kartı,50.0,Erkek,Tamamlandı,3.9,0.0
2024-11-30,Adana,Ev & Yaşam,Dekoratif Vazo,100.98,1,100.98,Kurumsal,Kapıda Ödeme,25.0,Erkek,Tamamlandı,3.4,0.0
2024-11-30,Konya,Ev & Yaşam,Nevresim Takımı,1398.39,1,1398.39,Bireysel,Havale/EFT,25.0,Kadın,Tamamlandı,2.7,0.28
2024-11-30,İstanbul,Ev & Yaşam,Dekoratif Vazo,204.89,5,1024.45,Bireysel,Kapıda Ödeme,49.0,Erkek,Tamamlandı,2.6,0.0
2024-12-01,Ankara,Ev & Yaşam,Havlu Seti,1372.7,2,2745.4,Bireysel,Banka Kartı,42.0,Kadın,Tamamlandı,4.1,0.0
2024-12-02,Bursa,Kitap & Kırtasiye,Boyama Kitabı,280.96,3,842.88,Bireysel,Havale/EFT,35.0,Erkek,Tamamlandı,5.0,0.0
2024-12-03,Antalya,Gıda,Çay,106.78,2,213.56,Bireysel,Havale/EFT,46.0,Erkek,Tamamlandı,4.1,0.0
2024-12-03,İstanbul,Kitap & Kırtasiye,Ajanda,295.01,3,885.03,Bireysel,Banka Kartı,18.0,Kadın,Tamamlandı,5.0,0.0
2024-12-03,İstanbul,Spor,Pilates Bandı,1150.66,1,1150.66,Kurumsal,Kredi Kartı,54.0,Kadın,Tamamlandı,2.6,0.27
2024-12-04,İstanbul,Giyim,Pantolon,2171.86,1,2171.86,Bireysel,Havale/EFT,28.0,Kadın,Tamamlandı,3.0,0.22
2024-12-04,İzmir,Giyim,Pantolon,545.4,2,1090.8,Bireysel,Banka Kartı,61.0,Kadın,Tamamlandı,5.0,0.0
2024-12-05,Samsun,Kitap & Kırtasiye,Ajanda,35.71,3,107.13,Bireysel,Kredi Kartı,59.0,Kadın,Tamamlandı,4.5,0.28
2024-12-05,Konya,Giyim,Elbise,2439.71,3,7319.13,Kurumsal,Havale/EFT,29.0,Erkek,Tamamlandı,5.0,0.0
